"","name","ID","Glucose.plus.Acetate_vs_Lysine_p.val","Glucose.plus.Acetate_vs_Lysine_p.adj","significant","Glucose.plus.Acetate_vs_Lysine_significant","Glucose.plus.Acetate_vs_Lysine_ratio","Glucose.plus.Acetate_centered","Lysine_centered"
"140","IB211_00463",">AF_00463 AF_00463 hypothetical protein 461678:462262 forward MW:21602",0.190646826294712,0.849,FALSE,FALSE,-0.24,-0.12,0.12
"141","IB211_00470c",">AF_00470c AF_00470c Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8) 469810:470331 reverse MW:18745",0.000819372017061291,0.491,FALSE,FALSE,-1.08,-0.542,0.542
"142","IB211_00488",">AF_00488 AF_00488 hypothetical protein 480215:481312 forward MW:38966",0.0246123364662803,0.781,FALSE,FALSE,0.921,0.461,-0.461
"143","IB211_00493",">AF_00493 AF_00493 Phage-like element PBSX protein xkdK 482765:484099 forward MW:46531",0.029148067815529,0.789,FALSE,FALSE,0.775,0.387,-0.387
"144","IB211_00518",">AF_00518 AF_00518 NADH-dependent butanol dehydrogenase A (EC 1.1.1.-) 498996:500171 forward MW:42044",0.160699720672516,0.845,FALSE,FALSE,0.256,0.128,-0.128
"145","IB211_00519c",">AF_00519c AF_00519c Histone acetyltransferase HPA2 and related acetyltransferases 500310:500801 reverse MW:18739",0.375374459023787,0.865,FALSE,FALSE,-0.494,-0.247,0.247
"146","IB211_00520c",">AF_00520c AF_00520c hypothetical protein 500829:501350 reverse MW:19039",0.0089586175040204,0.728,FALSE,FALSE,1.48,0.738,-0.738
"147","IB211_00521",">AF_00521 AF_00521 2-dehydropantoate 2-reductase (EC 1.1.1.169) 501615:502568 forward MW:33947",0.0165995762870586,0.763,FALSE,FALSE,-0.739,-0.369,0.369
"148","IB211_00525c",">AF_00525c AF_00525c Rod shape-determining protein MreB 506290:507315 reverse MW:36973",0.0521028387593161,0.811,FALSE,FALSE,0.423,0.212,-0.212
"149","IB211_00531c",">AF_00531c AF_00531c Excinuclease ABC subunit A 512039:514864 reverse MW:103320",0.0100050318954862,0.735,FALSE,FALSE,-0.526,-0.263,0.263
"150","IB211_00532c",">AF_00532c AF_00532c hypothetical protein 514911:515684 reverse MW:28164",0.807045183516393,0.883,FALSE,FALSE,0.0573,0.0287,-0.0287
"151","IB211_00536c",">AF_00536c AF_00536c Excinuclease ABC subunit B 516496:518463 reverse MW:75046",0.292718058327925,0.86,FALSE,FALSE,-0.179,-0.0893,0.0893
"152","IB211_00538c",">AF_00538c AF_00538c Orotate phosphoribosyltransferase (EC 2.4.2.10) 519351:520034 reverse MW:25194",0.000460853237395421,0.404,FALSE,FALSE,1.19,0.596,-0.596
"153","IB211_00549c",">AF_00549c AF_00549c hypothetical protein 530977:531390 reverse MW:15423",0.92912219982762,0.887,FALSE,FALSE,-0.0614,-0.0307,0.0307
"154","IB211_00552c",">AF_00552c AF_00552c Glucose-6-phosphate isomerase (EC 5.3.1.9) 531999:533324 reverse MW:48077",9.27132014911032e-05,0.17,FALSE,FALSE,1.45,0.724,-0.724
"155","IB211_00553",">AF_00553 AF_00553 hypothetical protein 533475:537308 forward MW:134340",0.0251130563171407,0.782,FALSE,FALSE,-1.17,-0.587,0.587
"156","IB211_00556c",">AF_00556c AF_00556c hypothetical protein 539917:541275 reverse MW:46549",0.00227352269110197,0.616,FALSE,FALSE,-1.07,-0.534,0.534
"157","IB211_00560",">AF_00560 AF_00560 MiaB family protein, possibly involved in tRNA or rRNA modification 543028:544338 forward MW:47594",0.612675784509456,0.877,FALSE,FALSE,-0.201,-0.1,0.1
"158","IB211_00564",">AF_00564 AF_00564 Thymidylate synthase (EC 2.1.1.45) 545601:546431 forward MW:32067",0.00402400543138315,0.67,FALSE,FALSE,1.05,0.523,-0.523
"159","IB211_00569",">AF_00569 AF_00569 ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components 548322:549374 forward MW:36209",0.290022034544109,0.859,FALSE,FALSE,0.208,0.104,-0.104
"160","IB211_00570",">AF_00570 AF_00570 hypothetical protein 549406:550152 forward MW:26776",0.393082221220824,0.866,FALSE,FALSE,0.373,0.186,-0.186
"161","IB211_00571",">AF_00571 AF_00571 Alkanesulfonates ABC transporter ATP-binding protein / Sulfonate ABC transporter, ATP-binding subunit SsuB 550149:550739 forward MW:20879",0.000161608777040112,0.237,FALSE,FALSE,1.19,0.595,-0.595
"162","IB211_00573",">AF_00573 AF_00573 Transcription termination protein NusA 551379:552545 forward MW:42396",0.0849990384398365,0.827,FALSE,FALSE,0.342,0.171,-0.171
"163","IB211_00575",">AF_00575 AF_00575 hypothetical protein 552843:553373 forward MW:18725",0.00944608211377426,0.731,FALSE,FALSE,-0.993,-0.496,0.496
"164","IB211_00577",">AF_00577 AF_00577 Translation initiation factor 2 553645:556077 forward MW:88333",0.000628676918524577,0.452,FALSE,FALSE,-1.48,-0.741,0.741
"165","IB211_00578",">AF_00578 AF_00578 Ribosome-binding factor A 556439:556777 forward MW:12562",0.0130308368722032,0.75,FALSE,FALSE,0.689,0.344,-0.344
"166","IB211_00579",">AF_00579 AF_00579 FIG146085: 3-to-5 oligoribonuclease A, Bacillus type 556849:557823 forward MW:34538",0.0704376742246258,0.821,FALSE,FALSE,0.453,0.226,-0.226
"167","IB211_00580",">AF_00580 AF_00580 tRNA pseudouridine synthase B (EC 4.2.1.70) 557841:558716 forward MW:31689",0.156168615730418,0.844,FALSE,FALSE,-0.613,-0.306,0.306
"168","IB211_00585",">AF_00585 AF_00585 RNA polymerase sigma factor RpoE 564696:565292 forward MW:22651",0.0907617282492613,0.829,FALSE,FALSE,-0.853,-0.426,0.426
"169","IB211_00590",">AF_00590 AF_00590 Translation elongation factor G-related protein 568019:570091 forward MW:75775",0.000453570810859746,0.402,FALSE,FALSE,2.03,1.02,-1.02
"170","IB211_00591",">AF_00591 AF_00591 3-hydroxybutyryl-CoA dehydratase (EC 4.2.1.55) 570295:571071 forward MW:27768",0.000136830574393222,0.217,FALSE,FALSE,2.43,1.21,-1.21
"171","IB211_00592c",">AF_00592c AF_00592c 3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157) 571157:572008 reverse MW:30546",0.24007452567643,0.855,FALSE,FALSE,-0.845,-0.423,0.423
"172","IB211_00593c",">AF_00593c AF_00593c Methylmalonyl-CoA mutase (EC 5.4.99.2) 572122:574317 reverse MW:80771",0.72578146927338,0.881,FALSE,FALSE,0.0535,0.0268,-0.0268
"173","IB211_00594c",">AF_00594c AF_00594c Methylmalonyl-CoA mutase (EC 5.4.99.2) 574314:576203 reverse MW:67940",0.0731543266994154,0.822,FALSE,FALSE,0.472,0.236,-0.236
"174","IB211_00598c",">AF_00598c AF_00598c Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)",0.0298938109003836,0.79,FALSE,FALSE,0.582,0.291,-0.291
"175","IB211_00601c",">AF_00601c AF_00601c 3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9) 580845:582131 reverse MW:45754",0.00346455325790083,0.657,FALSE,FALSE,-0.769,-0.385,0.385
"176","IB211_00604c",">AF_00604c AF_00604c transcriptional regulator, LysR family 582937:583848 reverse MW:34419",0.220285317465915,0.853,FALSE,FALSE,-0.245,-0.122,0.122
"177","IB211_00608",">AF_00608 AF_00608 TRAP transporter solute receptor, TAXI family precursor 586040:587083 forward MW:37204",0.00537847818863064,0.693,FALSE,FALSE,-1.13,-0.563,0.563
"178","IB211_00617",">AF_00617 AF_00617 3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)",0.0010509591868464,0.525,FALSE,FALSE,-2.6,-1.3,1.3
"179","IB211_00619c",">AF_00619c AF_00619c carbonic anhydrase, family 3 597489:598037 reverse MW:19216",0.0508587644948084,0.81,FALSE,FALSE,0.584,0.292,-0.292
"180","IB211_00620c",">AF_00620c AF_00620c putative periplasmic protein kinase ArgK and related GTPases of G3E family 598080:599204 reverse MW:40857",0.00143020943561698,0.564,FALSE,FALSE,1.25,0.624,-0.624
"181","IB211_00633c",">AF_00633c AF_00633c Uridine kinase (EC 2.7.1.48) 607505:608578 reverse MW:40252",0.5973066626539,0.876,FALSE,FALSE,0.386,0.193,-0.193
"182","IB211_00636",">AF_00636 AF_00636 UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) 609904:610773 forward MW:32302",0.803882510191224,0.883,FALSE,FALSE,0.0702,0.0351,-0.0351
"183","IB211_00639c",">AF_00639c AF_00639c Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1) 614069:614845 reverse MW:27718",0.650033953746231,0.878,FALSE,FALSE,-0.22,-0.11,0.11
"184","IB211_00640c",">AF_00640c AF_00640c Probable RND efflux membrane fusion protein 614855:616525 reverse MW:58274",4.20827199002387e-05,0.0916,FALSE,FALSE,-2.65,-1.33,1.33
"185","IB211_00645",">AF_00645 AF_00645 hypothetical protein 620722:622935 forward MW:81290",0.00325504816220905,0.651,FALSE,FALSE,2.38,1.19,-1.19
"186","IB211_00649c",">AF_00649c AF_00649c Conserved protein 626034:626696 reverse MW:24563",0.0645312269840084,0.818,FALSE,FALSE,-1.82,-0.91,0.91
"187","IB211_00650c",">AF_00650c AF_00650c Homoserine O-succinyltransferase (EC 2.3.1.46) 627285:628199 reverse MW:35484",0.0464350741128083,0.807,FALSE,FALSE,-0.554,-0.277,0.277
"188","IB211_00651c",">AF_00651c AF_00651c hypothetical protein 628244:630541 reverse MW:83358",0.117374067714945,0.836,FALSE,FALSE,-0.545,-0.272,0.272
"189","IB211_00656",">AF_00656 AF_00656 hypothetical protein 640766:641359 forward MW:21868",0.100600550276093,0.832,FALSE,FALSE,-0.412,-0.206,0.206
"190","IB211_00661c",">AF_00661c AF_00661c Tellurite resistance protein 646288:647490 reverse MW:44436",0.000271735376819476,0.318,FALSE,FALSE,-1.34,-0.669,0.669
"191","IB211_00662c",">AF_00662c AF_00662c hypothetical protein 647526:648224 reverse MW:25628",0.914488187670788,0.886,FALSE,FALSE,0.0191,0.00955,-0.00955
"192","IB211_00663",">AF_00663 AF_00663 Threonine dehydratase (EC 4.3.1.19) 648431:649645 forward MW:42943",0.0730153613543465,0.822,FALSE,FALSE,0.375,0.188,-0.188
"193","IB211_00668c",">AF_00668c AF_00668c hypothetical protein 651687:652217 reverse MW:18822",0.0160015093968663,0.761,FALSE,FALSE,1.07,0.534,-0.534
"194","IB211_00669c",">AF_00669c AF_00669c L-asparaginase (EC 3.5.1.1) 652356:653357 reverse MW:36106",0.378066554368766,0.866,FALSE,FALSE,-0.191,-0.0956,0.0956
"195","IB211_00676c",">AF_00676c AF_00676c Dihydroxy-acid dehydratase (EC 4.2.1.9) 657779:659440 reverse MW:58884",0.00631580628834437,0.705,FALSE,FALSE,0.627,0.314,-0.314
"196","IB211_00679c",">AF_00679c AF_00679c Ketol-acid reductoisomerase (EC 1.1.1.86) 661221:662339 reverse MW:40872",0.105337173174199,0.833,FALSE,FALSE,-0.366,-0.183,0.183
"197","IB211_00680c",">AF_00680c AF_00680c Acetolactate synthase small subunit (EC 2.2.1.6) 662396:662956 reverse MW:20571",0.858631890947958,0.885,FALSE,FALSE,-0.0548,-0.0274,0.0274
"198","IB211_00681c",">AF_00681c AF_00681c Acetolactate synthase large subunit (EC 2.2.1.6) 662971:664680 reverse MW:62061",0.00515249178814597,0.689,FALSE,FALSE,-0.642,-0.321,0.321
"199","IB211_00682",">AF_00682 AF_00682 Electron transport complex protein RnfC 665474:666817 forward MW:47968",0.129385473654559,0.839,FALSE,FALSE,0.31,0.155,-0.155
"200","IB211_00683",">AF_00683 AF_00683 Electron transport complex protein RnfD 666814:667851 forward MW:36658",0.28402119533279,0.859,FALSE,FALSE,0.322,0.161,-0.161
"201","IB211_00687",">AF_00687 AF_00687 Electron transport complex protein RnfB 669673:670653 forward MW:33172",0.722653675545108,0.88,FALSE,FALSE,-0.0857,-0.0428,0.0428
"202","IB211_00690c",">AF_00690c AF_00690c Isocitrate dehydrogenase [NADP] (EC 1.1.1.42) 673066:674277 reverse MW:45134",0.126523528245577,0.838,FALSE,FALSE,-0.247,-0.124,0.124
"203","IB211_00693c",">AF_00693c AF_00693c Cytidylate kinase (EC 2.7.4.14) 676823:677416 reverse MW:22125",0.000709500556463606,0.47,FALSE,FALSE,-1.14,-0.57,0.57
"204","IB211_00695c",">AF_00695c AF_00695c Oxidoreductase, aldo/keto reductase family 678926:679948 reverse MW:38235",0.162276679912962,0.845,FALSE,FALSE,-0.331,-0.166,0.166
"205","IB211_00696c",">AF_00696c AF_00696c NADP-dependent malic enzyme (EC 1.1.1.40) 679975:681174 reverse MW:42358",0.689324397799561,0.879,FALSE,FALSE,0.0661,0.0331,-0.0331
"206","IB211_00697c",">AF_00697c AF_00697c Fumarate hydratase class II (EC 4.2.1.2) 681171:682538 reverse MW:49541",0.977811848226993,0.888,FALSE,FALSE,0.00445,0.00223,-0.00223
"207","IB211_00700",">AF_00700 AF_00700 hypothetical protein 683422:685878 forward MW:90960",0.04511971573179,0.806,FALSE,FALSE,-1.23,-0.615,0.615
"208","IB211_00701",">AF_00701 AF_00701 hypothetical protein 685865:689047 forward MW:111192",0.0514625450563418,0.81,FALSE,FALSE,-1.17,-0.587,0.587
"209","IB211_00706",">AF_00706 AF_00706 ADP-ribosylglycohydrolase 694453:696087 forward MW:61114",0.039723946838957,0.801,FALSE,FALSE,0.94,0.47,-0.47
"210","IB211_00711",">AF_00711 AF_00711 FIG01232333: hypothetical protein 699585:701624 forward MW:77522",0.446177051145724,0.869,FALSE,FALSE,0.167,0.0833,-0.0833
"211","IB211_00712",">AF_00712 AF_00712 hypothetical protein 701644:704229 forward MW:97500",0.864694802268033,0.885,FALSE,FALSE,-0.169,-0.0845,0.0845
"212","IB211_00714",">AF_00714 AF_00714 Superfamily II DNA and RNA helicase 705976:709395 forward MW:129682",0.45001892199592,0.87,FALSE,FALSE,0.154,0.0771,-0.0771
"213","IB211_00715",">AF_00715 AF_00715 hypothetical protein 709400:711241 forward MW:69686",0.0502294053347792,0.81,FALSE,FALSE,-0.516,-0.258,0.258
"214","IB211_00723",">AF_00723 AF_00723 hypothetical protein 717557:718357 forward MW:30082",0.659382177531832,0.878,FALSE,FALSE,0.109,0.0545,-0.0545
"215","IB211_00733",">AF_00733 AF_00733 hypothetical protein 727769:729253 forward MW:56753",0.477671132819783,0.871,FALSE,FALSE,0.244,0.122,-0.122
"216","IB211_00741",">AF_00741 AF_00741 hypothetical protein 734028:734663 forward MW:24551",0.000367269191072636,0.367,FALSE,FALSE,-1.34,-0.668,0.668
"217","IB211_00755",">AF_00755 AF_00755 Molecular chaperone (small heat shock protein) 741604:742032 forward MW:16322",0.00277270202716416,0.636,FALSE,FALSE,-2.48,-1.24,1.24
"218","IB211_00757",">AF_00757 AF_00757 ClpB protein 742646:745258 forward MW:97068",0.0208384553590971,0.774,FALSE,FALSE,-0.528,-0.264,0.264
"219","IB211_00758",">AF_00758 AF_00758 Pyruvate carboxyl transferase (EC 6.4.1.1) 745621:749043 forward MW:125909",0.807384041644907,0.883,FALSE,FALSE,0.0789,0.0394,-0.0394
"220","IB211_00759c",">AF_00759c AF_00759c hypothetical protein 749096:750562 reverse MW:51180",0.0398488281885945,0.801,FALSE,FALSE,1.02,0.511,-0.511
"221","IB211_00785c",">AF_00785c AF_00785c SSU ribosomal protein S9p (S16e) 780885:781289 reverse MW:14831",0.0707352523005684,0.821,FALSE,FALSE,0.909,0.454,-0.454
"222","IB211_00786c",">AF_00786c AF_00786c LSU ribosomal protein L13p (L13Ae) 781311:781736 reverse MW:15866",0.282254320511945,0.859,FALSE,FALSE,0.481,0.241,-0.241
"223","IB211_00793c",">AF_00793c AF_00793c Chaperone protein HtpG 784119:786041 reverse MW:72875",0.00591806131532059,0.7,FALSE,FALSE,-0.742,-0.371,0.371
"224","IB211_00796c",">AF_00796c AF_00796c Transketolase, C-terminal section (EC 2.2.1.1) 788293:789240 reverse MW:32843",0.000329270542307873,0.35,FALSE,FALSE,1.35,0.676,-0.676
"225","IB211_00797c",">AF_00797c AF_00797c Transketolase, N-terminal section (EC 2.2.1.1) 789242:790087 reverse MW:30419",0.419018322152502,0.868,FALSE,FALSE,0.152,0.0758,-0.0758
"226","IB211_00798",">AF_00798 AF_00798 Transcriptional regulator, DeoR family 790314:791063 forward MW:26834",0.000747277444152664,0.478,FALSE,FALSE,1.35,0.673,-0.673
"227","IB211_00814c",">AF_00814c AF_00814c Cysteine synthase (EC 2.5.1.47) 811473:812396 reverse MW:32015",7.54681213239012e-05,0.149,FALSE,FALSE,2.15,1.07,-1.07
"228","IB211_00815c",">AF_00815c AF_00815c Methionine ABC transporter substrate-binding protein 812479:813357 reverse MW:30352",1.54533525073262e-05,0.028,FALSE,FALSE,2.41,1.21,-1.21
"229","IB211_00817c",">AF_00817c AF_00817c Methionine ABC transporter ATP-binding protein 814593:815597 reverse MW:35867",0.00866582011658273,0.726,FALSE,FALSE,1.15,0.574,-0.574
"230","IB211_00820c",">AF_00820c AF_00820c Iron-sulfur cluster regulator IscR 817546:817989 reverse MW:15942",0.124400417607109,0.838,FALSE,FALSE,0.809,0.405,-0.405
"231","IB211_00821",">AF_00821 AF_00821 efflux transporter, RND family, MFP subunit 818275:819978 forward MW:60755",0.00389709800290499,0.667,FALSE,FALSE,-1.79,-0.895,0.895
"232","IB211_00822",">AF_00822 AF_00822 Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1) 819988:820683 forward MW:25597",0.0454011182999672,0.806,FALSE,FALSE,-1.09,-0.547,0.547
"233","IB211_00823",">AF_00823 AF_00823 ABC transporter, permease protein 820680:821975 forward MW:46006",0.0224944531476216,0.777,FALSE,FALSE,-1.22,-0.609,0.609
"234","IB211_00824",">AF_00824 AF_00824 hypothetical protein 822010:824412 forward MW:85343",0.00664528725708886,0.708,FALSE,FALSE,-1.06,-0.532,0.532
"235","IB211_00830c",">AF_00830c AF_00830c L-serine dehydratase, alpha subunit (EC 4.3.1.17) 830044:830901 reverse MW:29263",0.161828906838918,0.845,FALSE,FALSE,-0.341,-0.17,0.17
"236","IB211_00831c",">AF_00831c AF_00831c L-serine dehydratase, beta subunit (EC 4.3.1.17) 830903:831571 reverse MW:23873",0.00543275765692428,0.694,FALSE,FALSE,0.959,0.479,-0.479
"237","IB211_00836",">AF_00836 AF_00836 Hemolysins and related proteins containing CBS domains 835219:836169 forward MW:35414",0.000177021392604344,0.249,FALSE,FALSE,1.9,0.952,-0.952
"238","IB211_00842",">AF_00842 AF_00842 Pyruvate kinase (EC 2.7.1.40) 838186:839619 forward MW:51582",1.7693002293403e-05,0.0332,FALSE,FALSE,1.77,0.884,-0.884
"239","IB211_00845",">AF_00845 AF_00845 hypothetical protein 842198:844267 forward MW:73269",0.019223657640323,0.77,FALSE,FALSE,-1.07,-0.534,0.534
"240","IB211_00848",">AF_00848 AF_00848 Metallo-beta-lactamase family protein, RNA-specific 845318:846904 forward MW:58164",5.7115393141957e-05,0.121,FALSE,FALSE,2.04,1.02,-1.02
"241","IB211_00852",">AF_00852 AF_00852 hypothetical protein 849479:851365 forward MW:67715",0.250266552709263,0.856,FALSE,FALSE,1.22,0.612,-0.612
"242","IB211_00854c",">AF_00854c AF_00854c Methionine ABC transporter ATP-binding protein 852551:853345 reverse MW:28876",0.0012631047001395,0.549,FALSE,FALSE,-0.913,-0.456,0.456
"243","IB211_00857",">AF_00857 AF_00857 N-acetylmannosaminyltransferase (EC 2.4.1.187) 855763:856512 forward MW:27010",0.0924927254174488,0.829,FALSE,FALSE,-0.721,-0.36,0.36
"244","IB211_00859",">AF_00859 AF_00859 DJ-1/YajL/PfpI superfamily, includes chaperone protein YajL (former ThiJ), parkinsonism-associated protein DJ-1, peptidases PfpI, Hsp31 857219:857764 forward MW:19034",0.0112867477045251,0.742,FALSE,FALSE,-0.638,-0.319,0.319
"245","IB211_00862",">AF_00862 AF_00862 FIG004453: protein YceG like 858754:859890 forward MW:42190",0.0234349143880703,0.779,FALSE,FALSE,-0.618,-0.309,0.309
"246","IB211_00863",">AF_00863 AF_00863 peptidase, U32 family large subunit [C1] 859956:861179 forward MW:45212",0.00198168210973697,0.601,FALSE,FALSE,-1.47,-0.736,0.736
"247","IB211_00865",">AF_00865 AF_00865 Alanyl-tRNA synthetase (EC 6.1.1.7) 862163:864820 forward MW:97944",0.015534569456028,0.759,FALSE,FALSE,-0.477,-0.238,0.238
"248","IB211_00868c",">AF_00868c AF_00868c hypothetical protein 865406:866527 reverse MW:41058",0.781005738330024,0.882,FALSE,FALSE,-0.0451,-0.0225,0.0225
"249","IB211_00869c",">AF_00869c AF_00869c hypothetical protein 866546:869173 reverse MW:94821",0.00139033109027846,0.561,FALSE,FALSE,0.884,0.442,-0.442
"250","IB211_00871",">AF_00871 AF_00871 hypothetical protein 871766:872866 forward MW:40945",0.972171183401225,0.888,FALSE,FALSE,0.0334,0.0167,-0.0167
"251","IB211_00880",">AF_00880 AF_00880 Exodeoxyribonuclease III (EC 3.1.11.2) 880810:881568 forward MW:28962",0.0689366018748037,0.82,FALSE,FALSE,0.853,0.426,-0.426
"252","IB211_00882c",">AF_00882c AF_00882c hypothetical protein 882548:883129 reverse MW:21825",0.000263598639259045,0.313,FALSE,FALSE,-3.53,-1.77,1.77
"253","IB211_00888",">AF_00888 AF_00888 Phosphate regulon transcriptional regulatory protein PhoB (SphR) 886197:886892 forward MW:26111",0.0411233396909143,0.802,FALSE,FALSE,-0.605,-0.303,0.303
"254","IB211_00890",">AF_00890 AF_00890 Thioredoxin reductase (EC 1.8.1.9) 889118:890023 forward MW:31911",0.00855593849508913,0.725,FALSE,FALSE,0.67,0.335,-0.335
"255","IB211_00895c",">AF_00895c AF_00895c DegV family protein 892306:893187 reverse MW:31976",0.380757967407396,0.866,FALSE,FALSE,0.577,0.289,-0.289
"256","IB211_00898",">AF_00898 AF_00898 UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8) 895060:896430 forward MW:48365",0.00124211579814618,0.547,FALSE,FALSE,1.08,0.54,-0.54
"257","IB211_00901c",">AF_00901c AF_00901c hypothetical protein 898435:898917 reverse MW:18436",0.750353884054129,0.881,FALSE,FALSE,0.0633,0.0317,-0.0317
"258","IB211_00904",">AF_00904 AF_00904 hypothetical protein 900791:901990 forward MW:44850",0.001297423192944,0.552,FALSE,FALSE,1.4,0.7,-0.7
"259","IB211_00910c",">AF_00910c AF_00910c Nitrogen regulation protein NtrC 906646:908637 reverse MW:74428",0.0503461813424379,0.81,FALSE,FALSE,0.838,0.419,-0.419
"260","IB211_00915c",">AF_00915c AF_00915c hypothetical protein 914043:917279 reverse MW:112310",0.00168997149868998,0.584,FALSE,FALSE,1.66,0.832,-0.832
"261","IB211_00926c",">AF_00926c AF_00926c LSU ribosomal protein L20p 925702:926058 reverse MW:13542",0.225178135549746,0.853,FALSE,FALSE,0.713,0.357,-0.357
"262","IB211_00927c",">AF_00927c AF_00927c LSU ribosomal protein L35p 926094:926303 reverse MW:7802",0.00300939108507006,0.644,FALSE,FALSE,-1.3,-0.651,0.651
"263","IB211_00928c",">AF_00928c AF_00928c Translation initiation factor 3 926324:926845 reverse MW:19681",0.266326439325854,0.857,FALSE,FALSE,-0.207,-0.103,0.103
"264","IB211_00930",">AF_00930 AF_00930 PlcB, ORFX, ORFP, ORFB, ORFA, ldh gene 927348:927659 forward MW:11021",0.499717076611454,0.872,FALSE,FALSE,0.617,0.309,-0.309
"265","IB211_00933c",">AF_00933c AF_00933c Aspartate--ammonia ligase (EC 6.3.1.1) 929196:930209 reverse MW:37641",0.0112889939469542,0.742,FALSE,FALSE,-0.614,-0.307,0.307
"266","IB211_00936",">AF_00936 AF_00936 Transcriptional regulator, AsnC family 931156:931638 forward MW:18592",0.381473871248349,0.866,FALSE,FALSE,0.297,0.148,-0.148
"267","IB211_00937",">AF_00937 AF_00937 Aspartate aminotransferase (EC 2.6.1.1) 931635:932828 forward MW:44395",0.0144493571998027,0.756,FALSE,FALSE,-0.49,-0.245,0.245
"268","IB211_00938",">AF_00938 AF_00938 Homoserine kinase (EC 2.7.1.39) 932868:933470 forward MW:22520",0.547868304887199,0.874,FALSE,FALSE,0.199,0.0997,-0.0997
"269","IB211_00939",">AF_00939 AF_00939 hypothetical protein 933496:934776 forward MW:46977",0.0620556362145925,0.817,FALSE,FALSE,-0.441,-0.221,0.221
"270","IB211_00942",">AF_00942 AF_00942 ATP-dependent DNA helicase UvrD/PcrA 935814:938312 forward MW:92986",0.0920998357191229,0.829,FALSE,FALSE,-0.468,-0.234,0.234
"271","IB211_00946",">AF_00946 AF_00946 ABC transporter substrate-binding protein 940920:941954 forward MW:35515",1.71440905967743e-05,0.032,FALSE,FALSE,2.79,1.4,-1.4
"272","IB211_00948",">AF_00948 AF_00948 Methionine ABC transporter ATP-binding protein 942939:943739 forward MW:29318",5.6829345645896e-06,0.00566,FALSE,FALSE,2.95,1.48,-1.48
"273","IB211_00949c",">AF_00949c AF_00949c Fructoselysine kinase (EC 2.7.1.-) 943869:944666 reverse MW:28112",0.00134560789950277,0.557,FALSE,FALSE,-3.02,-1.51,1.51
"274","IB211_00951c",">AF_00951c AF_00951c Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) 945570:946565 reverse MW:37805",4.1779417648824e-05,0.091,FALSE,FALSE,-3.2,-1.6,1.6
"275","IB211_00952c",">AF_00952c AF_00952c ABC transporter, periplasmic spermidine putrescine-binding protein PotD (TC 3.A.1.11.1) / Spermidine Putrescine ABC transporter permease component potC (TC_3.A.1.11.1) 946593:947669 reverse MW:39201",0.00404653321104449,0.67,FALSE,FALSE,-1.44,-0.718,0.718
"276","IB211_00955c",">AF_00955c AF_00955c Putrescine transport ATP-binding protein PotA (TC 3.A.1.11.1) 949488:950561 reverse MW:40071",7.12539509685234e-06,0.00838,FALSE,FALSE,-4.3,-2.15,2.15
"277","IB211_00959",">AF_00959 AF_00959 S-ribosylhomocysteine lyase (EC 4.4.1.21) / Autoinducer-2 production protein LuxS 952514:952978 forward MW:17185",0.530845873101217,0.873,FALSE,FALSE,0.318,0.159,-0.159
"278","IB211_00962",">AF_00962 AF_00962 hypothetical protein 954395:955093 forward MW:25884",0.291980152245475,0.859,FALSE,FALSE,0.282,0.141,-0.141
"279","IB211_00964",">AF_00964 AF_00964 Tripeptide aminopeptidase (EC 3.4.11.4) 956200:957411 forward MW:44201",0.00178233257926732,0.59,FALSE,FALSE,-1.08,-0.54,0.54
"280","IB211_00967",">AF_00967 AF_00967 Transcriptional regulator, GntR family 958129:958830 forward MW:26320",0.0983947182466271,0.831,FALSE,FALSE,-1.39,-0.695,0.695
"281","IB211_00971c",">AF_00971c AF_00971c hypothetical protein 962943:963401 reverse MW:16976",0.00355647062329123,0.659,FALSE,FALSE,-1.31,-0.653,0.653
"282","IB211_00972c",">AF_00972c AF_00972c Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1) 963523:964980 reverse MW:52728",0.0923283229289144,0.829,FALSE,FALSE,1.24,0.619,-0.619
"283","IB211_00974",">AF_00974 AF_00974 hypothetical protein clustered with lysine fermentation genes 965351:966352 forward MW:35124",0.0662794530680338,0.819,FALSE,FALSE,-0.53,-0.265,0.265
"284","IB211_00975",">AF_00975 AF_00975 Recombination inhibitory protein MutS2 966394:967824 forward MW:53204",0.781552373088441,0.882,FALSE,FALSE,0.0423,0.0211,-0.0211
"285","IB211_00977",">AF_00977 AF_00977 3-keto-5-aminohexanoate cleavage enzyme 968630:969448 forward MW:29102",2.7841549321725e-05,0.058,FALSE,FALSE,-3.4,-1.7,1.7
